rank,name,aggregateScore,sector,description,Deck Score,spelling_and_grammar,structure,clarity,length,startup Score,team,market,traction,hasEmail,founders,number of founders,timestamp
547,Convidat,22.26090909090909,other,"Convidat is a platform that connects freelancers, startups, and remote workers with a variety of unique workspaces, from cozy cafes to residential areas and established co-working brands.",63.30454545454545,98.27272727272727,57,11,90,12,0,30,0,False,,0,2024-02-27 14:33:56
548,Automatebnb,21.77923076923077,planet_positive,Automatebnb is a tech-enabled marketplace for hiring vacation rental professionals.,60.89615384615385,99.23076923076923,65,57,0,12,0,30,0,False,,0,2024-02-27 14:33:56
549,CryptoUnity,21.706000000000003,financial_inclusion,"CryptoUnity is a platform where beginners buy crypto, cold store it, and learn as they go.",64.53,98.9,70,45,20,11,0,0,55,False,"Anja Šinkovec, Sandi Špenko, Davor Majc",3,2024-02-27 14:33:56
550,adam & aoki,21.175000000000004,health_and_wellness,Adam & Aoki is developing a smart sun protective patch that warns users when they are in danger of getting sunburnt.,64.275,98.125,65,21,60,10.4,26,0,0,True,"Nik Penhale Smith, Karen Bies, Seamus Kelleher",3,2024-02-27 14:33:56
551,WAST.ED,21.05,planet_positive,WAST.ED is a startup that upcycles food waste into spirits.,63.65,100,48,41,90,10.4,26,0,0,False,"SOFIA, ANDREA, KIRA, BASILE",4,2024-02-27 14:33:56
552,Fluent Health,20.961818181818185,health_and_wellness,Fluent Health is a self-guided pain prevention and physical wellness solution that uses AI to generate individualized exercise plans reviewed by physical therapists.,80.80909090909091,99.54545454545455,78,56,90,6,0,10,10,False,"Chris Reeves, Cameron Carson, Riley Johnston",3,2024-02-27 14:33:56
553,Valeon,20.66,health_and_wellness,"Valeon upgrades gyms with sensors to enable real-time interactive workouts, providing on-the-fly feedback and boosting retention and engagement.",71.3,95,83,52,20,8,0,20,0,False,,0,2024-02-27 14:33:57
554,PlayR,19.85,other,PlayR is a platform that allows athletes to share content and earn from it.,57.65,100,48,51,40,10.4,26,0,0,True,"Scott Lister, Ian Heinrich",2,2024-02-27 14:33:57
555,Brainit,19.830000000000002,education_technology,Brainit is a product development company that also provides team augmentation and venture building services.,49.55,85,48,57,0,12.4,26,0,10,False,"Damir, Zvonimir",2,2024-02-27 14:33:57
556,Connected Platform,19.647692307692306,other,Connected Platform is revolutionizing service provision by empowering users with a seamless and transparent solution.,82.23846153846154,97.6923076923077,78,58,100,4,0,10,0,True,"Alexander Mogilnikov, Art'om Gornostajev, Dmitry Tsunaev, Timur Vagapov",4,2024-02-27 14:33:57
557,Eddievolt,19.63615384615385,other,"Eddievolt provides seamless charging solutions for devices, aiming to solve the problem of limited charging spots and expensive public charging stations.",74.18076923076924,98.65384615384616,87,73,0,6,0,10,10,True,"Edward Oware Ohemeng, Francis Zaato, Hoche Djibril Elmi",3,2024-02-27 14:33:57
558,Outbox,19.51909090909091,other,Outbox provides a personal underground cycle garage for secure bike storage.,81.59545454545454,97.72727272727273,83,47,90,4,0,10,0,True,Harry Jarman,1,2024-02-27 14:33:57
559,Vesting Maker,19.334666666666667,financial_inclusion,Vesting Maker is a platform that offers liquid vesting plans and prioritizes long-term investors through its Initial Weight Offering (IWO) model.,80.67333333333333,96.86666666666666,83,52,80,4,0,10,0,True,"Roger Francis, Simon Tedros",2,2024-02-27 14:33:57
560,Amplifiles,19.306363636363635,,Amplifiles is an AI-powered platform that transforms presentations into hyper-personalized sales pitches.,80.53181818181818,99.4090909090909,100,71,0,4,0,10,0,True,"Tommi Keränen, Miika Luiro, Pekka Äijälä",3,2024-02-27 14:33:57
561,Hydrogen Refinery,19.09,planet_positive,"Hydrogen Refinery is a low-cost, sustainable, and carbon-negative solution that converts waste into new energy fuels and green ammonia.",79.45,95,78,43,100,4,0,10,0,True,"Stephen Voller, Tim Walder, Martin Bolton",3,2024-02-27 14:33:57
562,Carolina Fashion International Private Limited,18.81823529411765,planet_positive,Carolina Fashion International is an e-commerce startup offering eco-friendly clothing made of environmentally friendly fashion materials.,78.09117647058824,89.70588235294117,87,71,40,4,0,10,0,True,"N.KULANDAIVEL, Parvathi N",2,2024-02-27 14:33:57
563,Quikly,18.584285714285716,financial_inclusion,"Quikly is a payment solution adapted for small and medium businesses, offering 100% digital onboarding and processing payments globally.",84.92142857142856,95.35714285714286,87,59,90,2,0,0,10,False,"Byron Rodriguez, Jonathan Vargas, Ricardo Yahuachi, Javier Hasbún, René Panjón, Ramon Heredia",6,2024-02-27 14:33:57
564,SkillRank,18.07133333333333,education_technology,"SkillRank is a transformative and disruptive solution in the Human Resource Hiring space, offering a comprehensive bundle of services including Resume Parsing/Score, Skill Assessments, Talent Assessments, Video Interviews and Background verification all linked to your ATS.",74.35666666666665,97.53333333333333,74,39,80,4,0,10,0,True,Kiran Palakodeti,1,2024-02-27 14:33:57
565,DearBump,17.93444444444445,health_and_wellness,DearBump is a personalized pregnancy tracking app with an integrated healthcare approach.,65.67222222222223,96.11111111111111,74,43,20,6,0,10,10,True,Emma Jarvis,1,2024-02-27 14:33:57
566,StyleVue,17.86,other,StyleVue is a startup transforming the fashion retail landscape by blending the online and offline worlds.,73.3,100,61,62,90,4,0,10,0,True,,0,2024-02-27 14:33:57
567,Valuud,17.73,other,Valuud is an all-in-one freelance work marketplace and a social community that brings clients and freelancers or agencies together for a better and more sustainable working experience.,72.65,95,65,51,90,4,0,10,0,True,Kagan Cavusoglu,1,2024-02-27 14:33:57
568,Brick Pulse,17.623333333333335,other,Brick Pulse is a groundbreaking platform that transforms construction & real estate budgeting by leveraging advanced AI.,68.11666666666666,97.33333333333333,61,41,80,5,0,0,25,False,,0,2024-02-27 14:33:57
569,NightGuide,17.426470588235293,,NightGuide is a platform that aims to revolutionise the way people discover extraordinary hospitality experiences and simplify the process of finding information about these venues.,71.13235294117646,96.41176470588235,83,29,40,4,0,10,0,True,,0,2024-02-27 14:33:57
570,Creventa,17.39,other,"Creventa is a SaaS platform that automates event planning, pre-orders, and table planning for venues.",62.95,95,57,43,60,6,0,10,10,False,,0,2024-02-27 14:33:57
571,GAUSS,17.080000000000002,education_technology,"GAUSS protects brands' intellectual property, empowers builders, and connects them all with audiences.",77.4,95,70,56,100,2,0,0,10,False,"Gary Paull Jr., Austin McCall, Patrick Rooney, Lauren M. Williams",4,2024-02-27 14:33:57
572,Schools Around Africa,16.874285714285715,education_technology,"Schools Around Africa is a startup helping parents in Nigeria, and Ghana find suitable high schools.",76.37142857142857,94.85714285714286,74,46,90,2,0,0,10,True,"Splendour Kalu, Arnold Agamah, Joy Kalu",3,2024-02-27 14:33:57
573,Populus Global Solutions,16.740000000000002,health_and_wellness,"Populus Global Solutions provides technology to healthcare providers to reduce cost per patient, deliver better outcomes, and increase throughput.",75.7,100,70,38,100,2,0,0,10,True,"Tristan Rutter, Nick Rutter, Michael Harrington, Jeff Beairstro",4,2024-02-27 14:33:57
574,Oasis,16.64384615384615,,"Oasis is a community-driven, white-label open innovation platform that offers a seamless and intuitive experience to increase community engagement.",83.21923076923076,99.84615384615384,83,45,100,0,0,0,0,True,,0,2024-02-27 14:33:57
575,Next Up Inc.,16.46727272727273,education_technology,"Next Up Inc. is a platform that brings the power of AI to high school sports, improving player performance and recruitment visibility.",74.33636363636364,98.18181818181819,65,58,90,2,0,0,10,False,,0,2024-02-27 14:33:57
576,MonoSwap,16.39,financial_inclusion,"MonoSwap is a custom-built liquidity hub on Blast, offering innovative features for liquidity and yield control.",73.95,95,70,53,80,2,0,0,10,False,"Tony, Frank, Stan, David, Catzilla",5,2024-02-27 14:33:57
577,ABLE,16.39,health_and_wellness,ABLE is a luxury brand that provides customized prosthetics and wheelchairs for people with disabilities.,65.95,95,48,63,90,4,0,10,0,False,"Tanisha BARAR, Lamis BEL HAJ FREJ, Thaïs DELAPLANCHE, Shrishti GANESH IYER, Rachell PERIGORD",5,2024-02-27 14:33:58
578,SkillPool,16.36,education_technology,"SkillPool is an AI-based platform that helps recruiters scan and rank resumes, improving accuracy and efficiency.",81.8,95,83,52,90,0,0,0,0,True,APRE,1,2024-02-27 14:33:58
579,The M.O.,15.961428571428574,other,"The M.O. is a Web3 platform that facilitates buying and selling of services in a fast, reliable, and transparent manner.",79.80714285714286,96.28571428571429,74,67,90,0,0,0,0,True,"Glen Cameron, Tom Eslinger",2,2024-02-27 14:33:58
580,unknown,15.82,other,unknown,79.1,100,78,74,60,0,0,0,0,False,,0,2024-02-27 14:33:58
581,CleanBox,15.7325,health_and_wellness,CleanBox is an assistive living technology designed to provide a fully autonomous bath without the need for human intervention.,78.6625,99.5625,83,55,60,0,0,0,0,True,Terrance King,1,2024-02-27 14:33:58
582,Signachat,15.46,other,Signachat is creating a fully translatable administrative site and affordable recruitment technology for multinational companies.,77.3,95,74,42,100,0,0,0,0,False,"Shane Powell, Kasir Barati, Haruto Miura",3,2024-02-27 14:33:58
583,FUND ME,15.036315789473685,financial_inclusion,"FUND ME is a fintech platform empowering SMEs, traders, and lenders through a dynamic marketplace.",67.18157894736842,98.15789473684211,78,37,20,2,0,0,10,True,"Victor Ogunbiyi, Dada Elizabeth, O'maxwell Gad",3,2024-02-27 14:33:58
584,UberCab,14.830000000000002,other,"UberCab is a fast & efficient on-demand car service targeting professionals in American cities, offering the convenience of a cab with the experience of a professional chauffeur.",58.15,95,57,71,0,4,0,10,0,False,,0,2024-02-27 14:33:58
585,OutbreakSafe,14.792,health_and_wellness,"OutbreakSafe is a company that develops innovative solutions for infectious diseases, with a focus on safeguarding public health across various industries.",73.96,98.8,91,58,0,0,0,0,0,False,"Camilo Rodriguez, Ryan De Vincentis",2,2024-02-27 14:33:58
586,Statis,14.71,education_technology,Statis is a startup portfolio management tool for incubators.,73.55,95,65,57,90,0,0,0,0,True,"Justin Leroy, Enzo",2,2024-02-27 14:33:58
587,EZGATHER,14.476666666666668,,EZGather is an application that makes it easy to reconnect with people and have fun.,64.38333333333334,99.66666666666667,52,43,80,2,0,0,10,False,"Andrew, Aubrey, Justin, Kevin, Larry, Meredith, Nik",7,2024-02-27 14:33:58
588,Coinbase,14.36,financial_inclusion,Coinbase is a hosted Bitcoin wallet allowing users to buy and sell Bitcoin.,63.8,85,57,32,90,2,0,0,10,False,Brian Armstrong,1,2024-02-27 14:33:58
589,TALENTUM.ID,14.086666666666668,education_technology,"Talentum.ID is a platform that connects projects and talents in the Web3 space, offering solutions for community building, talent hiring, and participant coordination and reward.",70.43333333333334,97.91666666666667,57,49,100,0,0,0,0,True,,0,2024-02-27 14:33:58
590,Student Loan Lottery,13.580000000000002,education_technology,"Student Loan Lottery aims to alleviate student debt through a lottery system, while also supporting educational causes.",67.9,95,57,46,90,0,0,0,0,False,"Benjamin.J, Peter.B, Mel.J",3,2024-02-27 14:33:58
591,Via Protocol,13.4,,"Via Protocol is a protocol that unifies all cross-chain bridges and other routers, providing the best UX for cross-chain transactions.",67,95,48,60,100,0,0,0,0,False,,0,2024-02-27 14:33:58
592,MONWU,13.380000000000003,other,MONWU is a unique digital asset that revolutionizes customer engagement via a unique loyalty and rewards system.,66.9,95,61,16,100,0,0,0,0,True,,0,2024-02-27 14:33:58
593,A startup,13.37,other,"The startup is developing a Universal API for logistics, aiming to simplify the process of integrating multiple APIs for companies in the logistics space.",66.85,95,48,79,80,0,0,0,0,False,,0,2024-02-27 14:33:58
594,Joply,13.276923076923078,other,"Joply is a job application platform that simplifies the process for candidates and companies, focusing on ease of use, accuracy, and verification.",66.38461538461539,97.92307692307692,48,52,100,0,0,0,0,False,,0,2024-02-27 14:33:58
595,Visibility Boost,13.219999999999999,,Visibility Boost is a service that enhances the SEO outcomes of its clients by optimizing both external and internal behavioral metrics for websites.,66.1,95,57,34,90,0,0,0,0,False,,0,2024-02-27 14:33:58
596,Uber,13.16,other,Uber is a next-generation car service leveraging mobile technology for on-demand dispatch and optimized fleets.,65.8,95,48,52,100,0,0,0,0,False,,0,2024-02-27 14:33:58
597,Kemb and Kej Parma SMC Limited,12.92,health_and_wellness,Kemb and Kej Parma SMC Limited is a company that manufactures and sells a highly effective ointment for various skin conditions.,64.6,97.5,65,44,40,0,0,0,0,False,Candy Enock,1,2024-02-27 14:33:58
598,Xiaohongshu-like App,12.9,other,A Xiaohongshu-inspired social e-commerce platform targeting the Indian market.,64.5,95,43,80,80,0,0,0,0,False,,0,2024-02-27 14:33:58
599,SWITCH,12.896363636363638,planet_positive,SWITCH installs EV Conversion kits to transform fossil fuel powered vehicles into hybrid or fully electric models.,64.48181818181818,99.9090909090909,74,50,0,0,0,0,0,False,Samuel Opara,1,2024-02-27 14:33:58
600,Rocket Farm Studios,12.75,,"Rocket Farm Studios is a mobile app development company that helps businesses build, launch, and grow groundbreaking products with a focus on user experience and integrated marketing.",63.75,99,48,53,80,0,0,0,0,False,,0,2024-02-27 14:33:58
601,Stageset,12.490000000000002,other,Stageset is a platform that helps to fast-track prospects into thriving customers by providing deal rooms.,62.45,100,57,73,20,0,0,0,0,True,"Marc Denier, Philippe Denier",2,2024-02-27 14:33:59
602,Volunti,12.082941176470587,,Volunti is a platform that automates and streamlines the process of managing corporate social responsibility (CSR) programs.,60.41470588235293,98.82352941176471,57,41,40,0,0,0,0,True,,0,2024-02-27 14:33:59
603,Facebook,12.040000000000001,other,Facebook is an online social networking service that enables its users to connect with friends and family as well as make new connections.,60.2,95,65,58,0,0,0,0,0,False,"Mark Zuckerberg, Eduardo Saverin, Andrew McCollum, Dustin Moskovitz, Chris Hughes",5,2024-02-27 14:33:59
604,Towim,11.97,other,Towim is a unique dating platform specially designed for web professionals and enthusiasts.,59.85,97.5,48,29,80,0,0,0,0,False,ceosasha,1,2024-02-27 14:33:59
605,Device Network,11.91,other,"Device Network is a B2B trading platform for all consumer electronics, providing bespoke software solutions for the used mobile device market.",51.55,95,48,37,20,2,0,0,10,False,,0,2024-02-27 14:33:59
606,ToffeeMoney,11.891333333333334,financial_inclusion,"ToffeeMoney is a financial management app that helps users track expenses, save money, and get personalized financial recommendations.",59.45666666666666,98.53333333333333,48,25,80,0,0,0,0,True,,0,2024-02-27 14:33:59
607,Proavus Logistics Limited,11.81,planet_positive,Proavus Logistics Limited offers cold storage and logistics services to farmers and key players in the agro-allied industry in Nigeria.,59.05,93.5,57,39,40,0,0,0,0,False,,0,2024-02-27 14:33:59
608,Youth Grow Youth,11.65,education_technology,Youth Grow Youth is a platform connecting young minds to global opportunities with a single click.,58.25,100,57,25,40,0,0,0,0,False,Simone Sharma,1,2024-02-27 14:33:59
609,First Aid Bot,11.020000000000001,health_and_wellness,First Aid Bot is an offline first aid assistant leveraging cutting-edge language processing technology to provide immediate assistance in emergency situations.,55.1,100,39,64,40,0,0,0,0,False,Danielle Meer,1,2024-02-27 14:33:59
610,Position2,11.020000000000001,other,"Position2 is seeking a partnership with the San Jose Earthquakes to boost brand awareness, expand networking, and engage with the community.",55.1,98.5,30,56,80,0,0,0,0,False,,0,2024-02-27 14:33:59
611,Antler,10.438148148148148,,"Antler is a global startup generator and early-stage VC that is building the next big wave of tech. With the mission to turn exceptional individuals into great founders, Antler aims to create thousands of companies globally.",52.190740740740736,99.70370370370371,48,55,0,0,0,0,0,False,Magnus Grimeland,1,2024-02-27 14:33:59
612,,9.88,,,49.4,97.5,13,56,100,0,0,0,0,False,,0,2024-02-27 14:33:59
613,DrLambda,9.68,,"DrLambda is a company focused on the concepts of Digital Twins, Knowledge Graphs, and Generative AI, providing insights into their applications, benefits, and potential challenges.",48.4,100,13,86,60,0,0,0,0,False,,0,2024-02-27 14:33:59
614,HospiTelligence,9.345,,"HospiTelligence is an AI companion that integrates with existing data feeds in the hospitality industry, turning data into actionable intelligence.",46.725,99.375,39,9,40,0,0,0,0,False,,0,2024-02-27 14:33:59
615,Open Incubator,9.23,,"Open Incubator is a platform that helps individuals bring their ideas to life by providing resources, mentorship, and access to Ireland's innovation ecosystem.",46.15,100,22,21,80,0,0,0,0,True,Joseph Lanzillotta,1,2024-02-27 14:33:59
616,The Career Academy at WeBuildCareers.org,9.228333333333332,education_technology,The Career Academy at WeBuildCareers.org is a holistic approach to sustainable career success and upward career mobility.,46.14166666666666,97.95833333333333,48,17,0,0,0,0,0,True,"Eric Barron, A.R. Bernard",2,2024-02-27 14:33:59
617,BLP,8.74764705882353,,BLP is a digital marketing agency specializing in customer acquisition at scale.,43.73823529411765,97.94117647058823,30,21,40,0,0,0,0,True,,0,2024-02-27 14:33:59
618,Aquarius Space Depot,6.666666666666668,,Aquarius Space Depot is a hub for global mobility with a focus on lucrative government contracts.,33.333333333333336,96.66666666666667,22,20,0,0,0,0,0,False,Cody Noyes,1,2024-02-27 14:33:59
619,Method Recruitment Group,6.2,other,Method Recruitment Group is hosting a software event with talks on AI and coding.,31,100,22,0,0,0,0,0,0,True,"Michelle 'Mish Manners' Duke, Gabriele Sanguigno",2,2024-02-27 14:33:59
620,Custom House Maritime Museum,,other,The Custom House Maritime Museum is a museum dedicated to the preservation and presentation of maritime history and art. It offers various educational programs and community events.,,,30,46,0,0,0,0,0,False,"Nita Lamborghini, Jack Santos, Chris Silva, Doug Muir, Paul Swindlehurst, Jennifer Germain",6,2024-02-27 14:33:59
